['36', '-', '24', '=', '2']
['95', '-', '9', '=', '80']
['95', '-', '5', '=', '88']
['69', '-', '5', '=', '80']
['66', '-', '3', '=', '80']
['66', '-', '5', '=', '86']
['66', '-', '5', '=', '89']
['66', '-', '5', '=', '80']
['69', '-', '3', '=', '80']
['69', '-', '5', '=', '86']
['69', '-', '5', '=', '89']
['68', '-', '5', '=', '60']
['68', '-', '5', '=', '90']
['63', '+', '5', '=', '80']
['63', '-', '6', '=', '80']
['63', '-', '9', '=', '80']
['63', '-', '5', '=', '88']
['65', '+', '3', '=', '80']
['65', '+', '5', '=', '86']
['65', '+', '5', '=', '89']
['65', '+', '5', '=', '80']
['65', '=', '5', '+', '80']
['65', '-', '9', '=', '80']
['65', '-', '6', '=', '86']
['65', '-', '6', '=', '89']
['65', '-', '6', '=', '80']
['65', '-', '9', '=', '86']
['65', '-', '9', '=', '89']
['65', '-', '8', '=', '60']
['65', '-', '8', '=', '90']
['65', '-', '3', '=', '88']
['65', '-', '5', '=', '88']
['96', '-', '3', '=', '80']
['96', '-', '5', '=', '86']
['96', '-', '5', '=', '89']
['99', '-', '3', '=', '80']
['99', '-', '5', '=', '86']
['99', '-', '5', '=', '89']
['98', '-', '5', '=', '60']
['98', '-', '5', '=', '90']
['93', '+', '5', '=', '80']
['93', '-', '6', '=', '80']
['93', '-', '9', '=', '80']
['95', '+', '3', '=', '80']
['95', '+', '5', '=', '86']
['95', '+', '5', '=', '89']
['95', '=', '5', '+', '80']
['95', '-', '6', '=', '86']
['95', '-', '9', '=', '89']
['95', '-', '8', '=', '60']
['95', '-', '8', '=', '90']
['95', '-', '3', '=', '88']
['26', '+', '5', '=', '80']
['26', '-', '6', '=', '80']
['26', '-', '9', '=', '80']
['26', '-', '5', '=', '88']
['29', '+', '5', '=', '80']
['29', '-', '6', '=', '80']
['29', '-', '9', '=', '80']
['29', '-', '5', '=', '88']
['25', '+', '6', '=', '80']
['25', '+', '9', '=', '80']
['25', '+', '5', '=', '88']
['25', '-', '6', '=', '88']
['25', '-', '9', '=', '88']
['36', '+', '5', '=', '80']
['36', '-', '6', '=', '80']
['36', '-', '9', '=', '80']
['36', '-', '5', '=', '88']
['39', '+', '5', '=', '80']
['39', '-', '6', '=', '80']
['39', '-', '9', '=', '80']
['39', '-', '5', '=', '88']
['35', '+', '6', '=', '80']
['35', '+', '9', '=', '80']
['35', '+', '5', '=', '88']
['35', '-', '6', '=', '88']
['35', '-', '9', '=', '88']
['56', '+', '5', '=', '80']
['56', '-', '6', '=', '80']
['56', '-', '9', '=', '80']
['56', '-', '5', '=', '88']
['59', '+', '5', '=', '80']
['59', '-', '6', '=', '80']
['59', '-', '9', '=', '80']
['59', '-', '5', '=', '88']
['55', '+', '6', '=', '80']
['55', '+', '9', '=', '80']
['55', '+', '5', '=', '88']
['55', '-', '6', '=', '88']
['55', '-', '9', '=', '88']
['89', '-', '5', '=', '60']
['89', '-', '5', '=', '90']
['86', '+', '5', '=', '20']
['86', '+', '5', '=', '30']
['86', '+', '5', '=', '50']
['86', '-', '6', '=', '20']
['86', '-', '6', '=', '30']
['86', '-', '6', '=', '50']
['86', '-', '9', '=', '20']
['86', '-', '9', '=', '30']
['86', '-', '9', '=', '50']
['86', '-', '3', '=', '60']
['86', '-', '3', '=', '90']
['86', '-', '5', '=', '90']
['86', '-', '5', '=', '66']
['86', '-', '5', '=', '69']
['86', '-', '5', '=', '60']
['86', '-', '5', '=', '96']
['86', '-', '5', '=', '99']
['86', '-', '5', '=', '28']
['86', '-', '5', '=', '38']
['86', '-', '5', '=', '58']
['89', '+', '5', '=', '20']
['89', '+', '5', '=', '30']
['89', '+', '5', '=', '50']
['89', '-', '6', '=', '20']
['89', '-', '6', '=', '30']
['89', '-', '6', '=', '50']
['89', '-', '9', '=', '20']
['89', '-', '9', '=', '30']
['89', '-', '9', '=', '50']
['89', '-', '3', '=', '60']
['89', '-', '3', '=', '90']
['89', '-', '5', '=', '66']
['89', '-', '5', '=', '69']
['89', '-', '5', '=', '96']
['89', '-', '5', '=', '99']
['89', '-', '5', '=', '28']
['89', '-', '5', '=', '38']
['89', '-', '5', '=', '58']
['83', '+', '5', '=', '60']
['83', '+', '5', '=', '90']
['83', '=', '5', '-', '80']
['83', '-', '6', '=', '60']
['83', '-', '6', '=', '90']
['83', '-', '9', '=', '60']
['83', '-', '9', '=', '90']
['83', '-', '5', '=', '68']
['83', '-', '5', '=', '98']
['85', '=', '5', '-', '80']
['85', '+', '6', '=', '20']
['85', '+', '6', '=', '30']
['85', '+', '6', '=', '50']
['85', '+', '9', '=', '20']
['85', '+', '9', '=', '30']
['85', '+', '9', '=', '50']
['85', '+', '3', '=', '60']
['85', '+', '3', '=', '90']
['85', '+', '5', '=', '66']
['85', '+', '5', '=', '69']
['85', '+', '5', '=', '60']
['85', '+', '5', '=', '96']
['85', '+', '5', '=', '99']
['85', '+', '5', '=', '28']
['85', '+', '5', '=', '38']
['85', '+', '5', '=', '58']
['85', '=', '3', '-', '80']
['85', '=', '5', '-', '86']
['85', '=', '5', '-', '89']
['85', '=', '5', '+', '60']
['85', '=', '5', '+', '90']
['85', '-', '9', '=', '60']
['85', '-', '9', '=', '90']
['85', '-', '6', '=', '90']
['85', '-', '6', '=', '66']
['85', '-', '6', '=', '69']
['85', '-', '6', '=', '60']
['85', '-', '6', '=', '96']
['85', '-', '6', '=', '99']
['85', '-', '6', '=', '28']
['85', '-', '6', '=', '38']
['85', '-', '6', '=', '58']
['85', '-', '9', '=', '66']
['85', '-', '9', '=', '69']
['85', '-', '9', '=', '96']
['85', '-', '9', '=', '99']
['85', '-', '9', '=', '28']
['85', '-', '9', '=', '38']
['85', '-', '9', '=', '58']
['85', '-', '3', '=', '68']
['85', '-', '3', '=', '98']
['85', '-', '5', '=', '98']
['85', '-', '5', '=', '68']
['66', '+', '5', '=', '60']
['66', '+', '5', '=', '90']
['66', '=', '5', '-', '80']
['66', '-', '6', '=', '90']
['66', '-', '9', '=', '60']
['66', '-', '9', '=', '90']
['66', '-', '5', '=', '68']
['66', '-', '5', '=', '98']
['69', '+', '5', '=', '60']
['69', '+', '5', '=', '90']
['69', '=', '5', '-', '80']
['69', '-', '6', '=', '60']
['69', '-', '6', '=', '90']
['69', '-', '9', '=', '90']
['69', '-', '5', '=', '68']
['69', '-', '5', '=', '98']
['65', '+', '6', '=', '60']
['65', '+', '6', '=', '90']
['65', '+', '9', '=', '60']
['65', '+', '9', '=', '90']
['65', '+', '5', '=', '68']
['65', '+', '5', '=', '98']
['65', '=', '6', '-', '80']
['65', '=', '9', '-', '80']
['65', '=', '5', '-', '88']
['65', '-', '6', '=', '68']
['65', '-', '6', '=', '98']
['65', '-', '9', '=', '68']
['65', '-', '9', '=', '98']
['96', '+', '5', '=', '60']
['96', '+', '5', '=', '90']
['96', '=', '5', '-', '80']
['96', '-', '6', '=', '60']
['96', '-', '9', '=', '60']
['96', '-', '9', '=', '90']
['96', '-', '5', '=', '68']
['96', '-', '5', '=', '98']
['99', '+', '5', '=', '60']
['99', '+', '5', '=', '90']
['99', '=', '5', '-', '80']
['99', '-', '6', '=', '60']
['99', '-', '6', '=', '90']
['99', '-', '9', '=', '60']
['99', '-', '5', '=', '68']
['99', '-', '5', '=', '98']
['95', '+', '6', '=', '60']
['95', '+', '6', '=', '90']
['95', '+', '9', '=', '60']
['95', '+', '9', '=', '90']
['95', '+', '5', '=', '68']
['95', '+', '5', '=', '98']
['95', '=', '6', '-', '80']
['95', '=', '9', '-', '80']
['95', '=', '5', '-', '88']
['95', '-', '6', '=', '68']
['95', '-', '6', '=', '98']
['95', '-', '9', '=', '68']
['95', '-', '9', '=', '98']
['86', '=', '5', '-', '60']
['86', '=', '5', '-', '90']
['89', '=', '5', '-', '60']
['89', '=', '5', '-', '90']
['85', '=', '6', '-', '60']
['85', '=', '6', '-', '90']
['85', '=', '9', '-', '60']
['85', '=', '9', '-', '90']
['85', '=', '5', '-', '68']
['85', '=', '5', '-', '98']
['3', '+', '2', '=', '6']
['3', 'x', '5', '=', '6']
['7', 'x', '8', '=', '6']
['2', 'x', '2', '=', '6']
['9', 'x', '2', '=', '2']
['9', 'x', '2', '=', '3']
['5', 'x', '2', '=', '6']
['0', 'x', '2', '=', '5']
['6', 'x', '2', '=', '5']
['2', 'x', '2', '=', '0']
['2', 'x', '2', '=', '9']
['5', 'x', '3', '=', '6']
['5', 'x', '2', '=', '0']
['5', 'x', '2', '=', '9']
['3', 'x', '3', '=', '6']
['3', 'x', '0', '=', '5']
['3', 'x', '6', '=', '5']
['3', 'x', '9', '=', '5']
['3', 'x', '3', '=', '0']
['3', 'x', '2', '=', '0']
['3', 'x', '2', '=', '9']
['9', 'x', '3', '=', '5']
['9', 'x', '2', '=', '5']
['64', '-', '80', '=', '7']
['67', '-', '80', '=', '4']
['94', '-', '80', '=', '7']
['97', '-', '80', '=', '4']
['23', '-', '80', '=', '7']
['27', '-', '80', '=', '3']
['33', '-', '80', '=', '7']
['37', '-', '80', '=', '3']
['53', '-', '80', '=', '7']
['57', '-', '80', '=', '3']
['81', '-', '80', '=', '4']
['83', '-', '20', '=', '7']
['83', '-', '30', '=', '7']
['83', '-', '50', '=', '7']
['84', '-', '60', '=', '7']
['84', '-', '90', '=', '7']
['84', '-', '80', '=', '1']
['87', '+', '82', '=', '7']
['87', '+', '83', '=', '7']
['87', '+', '85', '=', '7']
['87', '-', '60', '=', '4']
['87', '-', '90', '=', '4']
['87', '-', '20', '=', '3']
['87', '-', '30', '=', '3']
['87', '-', '50', '=', '3']
['87', '-', '89', '=', '7']
['87', '-', '86', '=', '7']
['97', '+', '80', '=', '7']
['97', '-', '88', '=', '7']
['61', '-', '80', '=', '3']
['63', '-', '60', '=', '7']
['63', '-', '90', '=', '7']
['63', '-', '80', '=', '1']
['67', '+', '86', '=', '7']
['67', '+', '89', '=', '7']
['67', '+', '80', '=', '7']
['67', '=', '80', '+', '7']
['67', '-', '60', '=', '3']
['67', '-', '90', '=', '3']
['67', '-', '88', '=', '7']
['91', '-', '80', '=', '3']
['93', '-', '60', '=', '7']
['93', '-', '90', '=', '7']
['93', '-', '80', '=', '1']
['97', '+', '86', '=', '7']
['97', '+', '89', '=', '7']
['97', '=', '80', '+', '7']
['97', '-', '60', '=', '3']
['97', '-', '90', '=', '3']
['27', '+', '88', '=', '7']
['37', '+', '88', '=', '7']
['57', '+', '88', '=', '7']
['81', '+', '86', '=', '7']
['81', '+', '89', '=', '7']
['81', '+', '80', '=', '7']
['81', '=', '80', '+', '7']
['81', '-', '60', '=', '3']
['81', '-', '90', '=', '3']
['81', '-', '88', '=', '7']
['83', '-', '60', '=', '1']
['83', '-', '90', '=', '1']
['87', '=', '80', '-', '7']
['87', '+', '90', '=', '7']
['87', '+', '66', '=', '7']
['87', '+', '69', '=', '7']
['87', '+', '60', '=', '7']
['87', '+', '96', '=', '7']
['87', '+', '99', '=', '7']
['87', '+', '28', '=', '7']
['87', '+', '38', '=', '7']
['87', '+', '58', '=', '7']
['87', '+', '86', '=', '1']
['87', '+', '89', '=', '1']
['87', '+', '80', '=', '1']
['87', '=', '60', '+', '7']
['87', '=', '90', '+', '7']
['87', '=', '86', '-', '7']
['87', '=', '89', '-', '7']
['87', '=', '80', '+', '1']
['87', '-', '98', '=', '7']
['87', '-', '68', '=', '7']
['87', '-', '88', '=', '1']
['61', '+', '88', '=', '7']
['67', '+', '68', '=', '7']
['67', '+', '98', '=', '7']
['67', '+', '88', '=', '1']
['67', '=', '88', '-', '7']
['91', '+', '88', '=', '7']
['97', '+', '68', '=', '7']
['97', '+', '98', '=', '7']
['97', '+', '88', '=', '1']
['97', '=', '88', '-', '7']
['81', '+', '68', '=', '7']
['81', '+', '98', '=', '7']
['81', '+', '88', '=', '1']
['87', '+', '68', '=', '1']
['87', '+', '98', '=', '1']
['87', '=', '68', '-', '7']
['87', '=', '98', '-', '7']
['4', '+', '5', '=', '20']
['4', 'x', '2', '=', '20']
['4', 'x', '5', '=', '50']
['1', 'x', '8', '=', '20']
['1', 'x', '5', '=', '80']
['7', 'x', '6', '=', '20']
['7', 'x', '9', '=', '20']
['7', 'x', '5', '=', '28']
['4', 'x', '3', '=', '20']
['4', 'x', '6', '=', '22']
['4', 'x', '6', '=', '23']
['4', 'x', '6', '=', '25']
['4', 'x', '9', '=', '22']
['4', 'x', '9', '=', '23']
['4', 'x', '9', '=', '25']
['4', 'x', '4', '=', '28']
['4', 'x', '3', '=', '30']
['4', 'x', '3', '=', '26']
['4', 'x', '3', '=', '29']
['4', 'x', '5', '=', '30']
['4', 'x', '5', '=', '36']
['4', 'x', '5', '=', '39']
['4', 'x', '5', '=', '29']
['4', 'x', '5', '=', '26']
['1', 'x', '6', '=', '28']
['1', 'x', '9', '=', '28']
['72', '-', '48', '=', '27']
['75', '-', '48', '=', '57']
['10', '-', '48', '=', '27']
['15', '-', '38', '=', '27']
['15', '-', '58', '=', '27']
['15', '-', '48', '=', '67']
['15', '-', '48', '=', '97']
['15', '-', '48', '=', '24']
['35', '-', '18', '=', '27']
['35', '-', '42', '=', '27']
['35', '-', '43', '=', '27']
['35', '-', '45', '=', '27']
['45', '-', '40', '=', '27']
['45', '-', '46', '=', '27']
['45', '-', '49', '=', '27']
['45', '-', '48', '=', '21']
['73', '-', '48', '=', '27']
['76', '-', '78', '=', '27']
['79', '-', '78', '=', '27']
['78', '-', '18', '=', '27']
['78', '-', '42', '=', '27']
['78', '-', '43', '=', '27']
['78', '-', '45', '=', '27']
['70', '-', '40', '=', '27']
['70', '-', '46', '=', '27']
['70', '-', '49', '=', '27']
['70', '-', '48', '=', '21']
['74', '+', '48', '=', '27']
['73', '-', '48', '=', '37']
['75', '+', '78', '=', '27']
['75', '-', '18', '=', '87']
['75', '-', '18', '=', '23']
['75', '-', '92', '=', '27']
['75', '-', '93', '=', '27']
['75', '-', '95', '=', '27']
['75', '-', '30', '=', '27']
['75', '-', '36', '=', '27']
['75', '-', '39', '=', '27']
['75', '-', '38', '=', '21']
['75', '-', '50', '=', '27']
['75', '-', '56', '=', '27']
['75', '-', '59', '=', '27']
['75', '-', '58', '=', '21']
['75', '-', '40', '=', '67']
['75', '-', '40', '=', '97']
['75', '-', '40', '=', '24']
['75', '-', '46', '=', '67']
['75', '-', '46', '=', '97']
['75', '-', '46', '=', '24']
['75', '-', '49', '=', '67']
['75', '-', '49', '=', '97']
['75', '-', '49', '=', '24']
['75', '-', '42', '=', '87']
['75', '-', '42', '=', '23']
['75', '-', '43', '=', '87']
['75', '-', '43', '=', '23']
['75', '-', '45', '=', '87']
['75', '-', '45', '=', '23']
['75', '-', '48', '=', '37']
['75', '-', '48', '=', '61']
['75', '-', '48', '=', '91']
['19', '-', '48', '=', '27']
['16', '-', '48', '=', '37']
['16', '-', '48', '=', '27']
['19', '-', '48', '=', '37']
['18', '-', '40', '=', '27']
['18', '-', '46', '=', '27']
['18', '-', '49', '=', '27']
['18', '-', '48', '=', '21']
['13', '+', '48', '=', '27']
['15', '+', '48', '=', '37']
['15', '+', '48', '=', '27']
['15', '=', '48', '+', '27']
['15', '-', '90', '=', '27']
['15', '-', '96', '=', '27']
['15', '-', '99', '=', '27']
['15', '-', '98', '=', '21']
['15', '-', '40', '=', '87']
['15', '-', '40', '=', '23']
['15', '-', '46', '=', '87']
['15', '-', '46', '=', '23']
['15', '-', '49', '=', '87']
['15', '-', '49', '=', '23']
['15', '-', '48', '=', '81']
['35', '-', '40', '=', '21']
['35', '-', '46', '=', '21']
['35', '-', '49', '=', '21']
['79', '-', '40', '=', '27']
['79', '-', '46', '=', '27']
['79', '-', '49', '=', '27']
['79', '-', '48', '=', '21']
['76', '+', '18', '=', '27']
['76', '+', '42', '=', '27']
['76', '+', '43', '=', '27']
['76', '+', '45', '=', '27']
['76', '-', '46', '=', '27']
['76', '-', '40', '=', '37']
['76', '-', '40', '=', '27']
['76', '-', '46', '=', '37']
['76', '-', '49', '=', '37']
['76', '-', '48', '=', '31']
['76', '-', '48', '=', '21']
['79', '+', '18', '=', '27']
['79', '+', '42', '=', '27']
['79', '+', '43', '=', '27']
['79', '+', '45', '=', '27']
['79', '-', '40', '=', '37']
['79', '-', '46', '=', '37']
['79', '-', '49', '=', '37']
['78', '-', '40', '=', '21']
['78', '-', '46', '=', '21']
['78', '-', '49', '=', '21']
['73', '+', '40', '=', '27']
['73', '+', '46', '=', '27']
['73', '+', '49', '=', '27']
['73', '+', '48', '=', '21']
['73', '=', '48', '-', '27']
['75', '=', '48', '-', '27']
['75', '+', '46', '=', '27']
['75', '+', '49', '=', '27']
['75', '+', '40', '=', '37']
['75', '+', '40', '=', '27']
['75', '+', '46', '=', '37']
['75', '+', '49', '=', '37']
['75', '+', '48', '=', '31']
['75', '+', '48', '=', '21']
['75', '=', '40', '+', '27']
['75', '=', '46', '+', '27']
['75', '=', '49', '+', '27']
['75', '=', '48', '-', '37']
['75', '=', '48', '+', '21']
['75', '-', '90', '=', '21']
['75', '-', '96', '=', '21']
['75', '-', '99', '=', '21']
['75', '-', '40', '=', '81']
['75', '-', '46', '=', '81']
['75', '-', '49', '=', '81']
['16', '+', '40', '=', '27']
['16', '+', '46', '=', '27']
['16', '+', '49', '=', '27']
['16', '+', '48', '=', '21']
['16', '=', '48', '-', '27']
['19', '+', '40', '=', '27']
['19', '+', '46', '=', '27']
['19', '+', '49', '=', '27']
['19', '+', '48', '=', '21']
['19', '=', '48', '-', '27']
['76', '+', '40', '=', '21']
['76', '+', '46', '=', '21']
['76', '+', '49', '=', '21']
['76', '=', '40', '-', '27']
['76', '=', '46', '-', '27']
['76', '=', '49', '-', '27']
['76', '=', '48', '-', '21']
['79', '+', '40', '=', '21']
['79', '+', '46', '=', '21']
['79', '+', '49', '=', '21']
['79', '=', '40', '-', '27']
['79', '=', '46', '-', '27']
['79', '=', '49', '-', '27']
['79', '=', '48', '-', '21']
['5', 'x', '2', '=', '4']
['2', 'x', '5', '=', '4']
['3', 'x', '2', '=', '4']
['8', 'x', '2', '=', '1']
['3', 'x', '3', '=', '4']
['2', 'x', '3', '=', '4']
['2', 'x', '8', '=', '1']
